,Screen Name,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
409,nytimes,Fri Jun 22 18:55:02 +0000 2018,Aleksandar Mitrovic gave Serbia an early 1-0 lead over Switzerland. Follow this #WorldCup matchup live: https://t.co/QtdYrD28r7,0.0,0.0,0.0,1.0,11
410,nytimes,Fri Jun 22 18:40:06 +0000 2018,"Red league, blue league: Why is the NFL so tangled up in political controversy while NBA players dive into the fray… https://t.co/vXGdrti2O4",0.0,0.0,0.0,1.0,12
411,nytimes,Fri Jun 22 18:26:18 +0000 2018,"RT @PatriciaMazzei: Just toured the temporary shelter for unaccompanied children in Homestead, Fla. This is the second largest shelter in t…",0.0,0.0,0.0,1.0,13
412,nytimes,Fri Jun 22 18:15:07 +0000 2018,"""The kingdom has fallen. The park is gone. Welcome to the petting zoo,"" our critic A.O. Scott writes. https://t.co/kDjR5eIJZv",-0.153,0.127,0.195,0.678,14
413,nytimes,Fri Jun 22 18:00:09 +0000 2018,"What do a day care center, a vegetarian restaurant, a hair salon, an outdoor clothing maker and an investigative ne… https://t.co/2VNIS0Blmc",0.494,0.158,0.0,0.842,15
414,nytimes,Fri Jun 22 17:45:07 +0000 2018,"Modern Love: ""We love inviting each other over and also sending each other home"" https://t.co/8SnbfbwNY9",0.893,0.471,0.0,0.529,16
415,nytimes,Fri Jun 22 17:30:06 +0000 2018,"The Hungarian State Opera canceled over a dozen performances of “Billy Elliot,” after a newspaper columnist accused… https://t.co/kRUZwJvKzn",0.0,0.0,0.0,1.0,17
416,nytimes,Fri Jun 22 17:16:54 +0000 2018,The political and social sensibilities of the NFL and the NBA have been exposed like never before. And they're in s… https://t.co/HwmjczMxmf,0.296,0.105,0.055,0.84,18
417,nytimes,Fri Jun 22 17:05:06 +0000 2018,RT @nytimesbusiness: Italy’s Economy Was Humming Nicely. Then Came Trump. https://t.co/0QqapPUlXV,0.44,0.225,0.0,0.775,19
418,nytimes,Fri Jun 22 16:55:05 +0000 2018,Is your dentist coaching a World Cup team? https://t.co/tPAhAg3t7D,0.0,0.0,0.0,1.0,20
419,nytimes,Fri Jun 22 16:45:08 +0000 2018,RT @julieturkewitz: My take on the race for Colorado governor. The big question: Just how far left is this frontier state ready to go? “It’…,0.361,0.094,0.0,0.906,21
420,nytimes,Fri Jun 22 20:45:03 +0000 2018,"Food has become a trope by which the LGBTQ community has found commonality, sought visibility, championed diversity… https://t.co/OTypTCqy9M",0.296,0.121,0.0,0.879,22
421,nytimes,Fri Jun 22 20:30:06 +0000 2018,"Colorado, one of the purplest states, has seen dramatic changes in recent years. In its governor's race, how far le… https://t.co/pzz1uOrRKQ",0.0,0.0,0.0,1.0,23
422,nytimes,Fri Jun 22 20:15:46 +0000 2018,"This flourless, crustless tart is rich, moist, sweet and and prepared almost entirely on the stovetop… https://t.co/NTYJ8gI4ln",0.818,0.378,0.0,0.622,24
423,nytimes,Fri Jun 22 20:00:06 +0000 2018,"If “The Conners” must go on after Roseanne Barr, it has a chance to show middle America — all of it, this time, our… https://t.co/mlLzyUELLs",0.25,0.083,0.0,0.917,25
424,nytimes,Fri Jun 22 19:50:04 +0000 2018,"RT @nytimesbusiness: When a salon in Frederick, Md. posted a promotion for a $100 deal on hair color service, Facebook decided it was a pol…",0.0,0.0,0.0,1.0,26
425,nytimes,Fri Jun 22 19:40:09 +0000 2018,11 great movies and TV shows that are leaving Netflix in July https://t.co/ArwJDXkJOz,0.625,0.255,0.0,0.745,27
426,nytimes,Fri Jun 22 19:26:55 +0000 2018,"“We’re not supposed to be curious about death now. But how can you not be? It’s a great human mystery."" https://t.co/5Wy4bfoygl",-0.709,0.087,0.272,0.642,28
427,nytimes,Fri Jun 22 19:15:10 +0000 2018,"RT @NYTNational: ⚡️ “Immigration coverage from The New York Times”

https://t.co/l44nIinrfy",0.0,0.0,0.0,1.0,29
428,nytimes,Fri Jun 22 19:06:51 +0000 2018,You aren't the only one admiring Nigeria's World Cup kits https://t.co/dip7uO38Cq https://t.co/6nZbPfRPeh,0.382,0.191,0.0,0.809,30
429,nytimes,Fri Jun 22 18:55:02 +0000 2018,Aleksandar Mitrovic gave Serbia an early 1-0 lead over Switzerland. Follow this #WorldCup matchup live: https://t.co/QtdYrD28r7,0.0,0.0,0.0,1.0,31
430,nytimes,Fri Jun 22 18:40:06 +0000 2018,"Red league, blue league: Why is the NFL so tangled up in political controversy while NBA players dive into the fray… https://t.co/vXGdrti2O4",0.0,0.0,0.0,1.0,32
431,nytimes,Fri Jun 22 18:26:18 +0000 2018,"RT @PatriciaMazzei: Just toured the temporary shelter for unaccompanied children in Homestead, Fla. This is the second largest shelter in t…",0.0,0.0,0.0,1.0,33
432,nytimes,Fri Jun 22 18:15:07 +0000 2018,"""The kingdom has fallen. The park is gone. Welcome to the petting zoo,"" our critic A.O. Scott writes. https://t.co/kDjR5eIJZv",-0.153,0.127,0.195,0.678,34
433,nytimes,Fri Jun 22 18:00:09 +0000 2018,"What do a day care center, a vegetarian restaurant, a hair salon, an outdoor clothing maker and an investigative ne… https://t.co/2VNIS0Blmc",0.494,0.158,0.0,0.842,35
434,nytimes,Fri Jun 22 17:45:07 +0000 2018,"Modern Love: ""We love inviting each other over and also sending each other home"" https://t.co/8SnbfbwNY9",0.893,0.471,0.0,0.529,36
435,nytimes,Fri Jun 22 17:30:06 +0000 2018,"The Hungarian State Opera canceled over a dozen performances of “Billy Elliot,” after a newspaper columnist accused… https://t.co/kRUZwJvKzn",0.0,0.0,0.0,1.0,37
436,nytimes,Fri Jun 22 17:16:54 +0000 2018,The political and social sensibilities of the NFL and the NBA have been exposed like never before. And they're in s… https://t.co/HwmjczMxmf,0.296,0.105,0.055,0.84,38
437,nytimes,Fri Jun 22 17:05:06 +0000 2018,RT @nytimesbusiness: Italy’s Economy Was Humming Nicely. Then Came Trump. https://t.co/0QqapPUlXV,0.44,0.225,0.0,0.775,39
438,nytimes,Fri Jun 22 16:55:05 +0000 2018,Is your dentist coaching a World Cup team? https://t.co/tPAhAg3t7D,0.0,0.0,0.0,1.0,40
439,nytimes,Fri Jun 22 16:45:08 +0000 2018,RT @julieturkewitz: My take on the race for Colorado governor. The big question: Just how far left is this frontier state ready to go? “It’…,0.361,0.094,0.0,0.906,41
440,nytimes,Fri Jun 22 16:35:06 +0000 2018,"Trump tweeted that Republicans should stop “wasting their time"" over the party's latest immigration proposal https://t.co/t6BDqi3alE",-0.296,0.0,0.128,0.872,42
441,nytimes,Fri Jun 22 16:25:05 +0000 2018,RT @nytgraphics: Chief Justice Roberts joined the liberal wing of the Supreme Court to rule that the government generally needs a warrant t…,0.791,0.259,0.0,0.741,43
442,nytimes,Fri Jun 22 16:15:04 +0000 2018,Not sure what to do this weekend in NYC? We’ve got you. https://t.co/3rp5hmUl5C,0.318,0.161,0.0,0.839,44
443,nytimes,Fri Jun 22 16:00:04 +0000 2018,"Anthony Bourdain didn't have narcotics in his body when he died earlier this month, a prosecutor in charge of the i… https://t.co/tgxhVbGHO5",-0.557,0.0,0.153,0.847,45
444,nytimes,Fri Jun 22 15:45:03 +0000 2018,"""They have trouble sleeping, sometimes they're anxious, depressed, crying, primarily,"" an official at a children's… https://t.co/Q01BwVkM0h",-0.878,0.0,0.502,0.498,46
445,nytimes,Fri Jun 22 15:35:04 +0000 2018,"RT @nytimesbusiness: Although history suggests that no one wins a trade war, some in the Trump camp cite an exception: the “banana war” wag…",-0.34,0.124,0.205,0.671,47
446,nytimes,Fri Jun 22 15:25:07 +0000 2018,"Iceland tries to keep the magic going after drawing Argentina, and Nigeria tries to turn things around after a dire… https://t.co/LY7w8EtU8M",0.0,0.0,0.0,1.0,48
447,nytimes,Fri Jun 22 15:10:04 +0000 2018,China has ambitious plans to compete head-to-head with the United States and other nations in the technology of tom… https://t.co/5BqvmZ3P63,0.71,0.247,0.0,0.753,49
448,nytimes,Fri Jun 22 15:00:20 +0000 2018,"Overnight, the jobs of consular officials from Central American countries in New York changed from processing passp… https://t.co/Bn1HdnMdtX",0.0,0.0,0.0,1.0,50
449,nytimes,Fri Jun 22 14:50:04 +0000 2018,"RT @nytopinion: For a World Cup family adventure, we tore it up in Iceland, says @gwenoxenham https://t.co/XkviAqCFKQ",0.318,0.133,0.0,0.867,51
450,nytimes,Fri Jun 22 14:45:54 +0000 2018,"Breaking News: The Supreme Court issued a major privacy decision, saying the government generally needs a warrant f… https://t.co/0qCPCzh3fB",0.557,0.184,0.0,0.816,52
451,nytimes,Fri Jun 22 14:40:35 +0000 2018,Environmental advocates hope that DNA databases for trees can help prevent illegal logging https://t.co/dKRWO4AEzY,0.273,0.33,0.177,0.493,53
452,nytimes,Fri Jun 22 14:30:19 +0000 2018,"Iceland's team is strong, disciplined and hard to rattle. It is also unusually close to its fans. ""Everyone in the… https://t.co/B7V1pO3wVg",0.44,0.139,0.059,0.802,54
453,nytimes,Fri Jun 22 14:20:04 +0000 2018,"""We might have underestimated the number of primate extinctions caused by humans in the past."" Researchers have ide… https://t.co/YjbqB6dLxH",-0.202,0.064,0.103,0.833,55
454,nytimes,Fri Jun 22 14:10:02 +0000 2018,"Benetton used photos of real migrants in an ad campaign, drawing howls of protest https://t.co/mdI1GV0daS",-0.25,0.0,0.125,0.875,56
455,nytimes,Fri Jun 22 13:59:03 +0000 2018,Coutinho and Neymar both scored in stoppage time to give Brazil a 2-0 lead over Costa Rica https://t.co/kdYFUSjI97,0.0,0.0,0.0,1.0,57
456,nytimes,Fri Jun 22 13:44:04 +0000 2018,"A restrictive guardianship system means that Saudi women remain dependents of male relatives — a father, husband, b… https://t.co/bdYBShz5X9",0.0,0.0,0.0,1.0,58
457,nytimes,Fri Jun 22 13:16:05 +0000 2018,President Trump said that North Korea had already begun to denuclearize. A fact check: https://t.co/WNP7FR8DoU,0.0,0.0,0.0,1.0,59
458,nytimes,Fri Jun 22 13:00:08 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/1MXRlsWdZ8 https://t.co/KRYQfBIjAg,0.0,0.0,0.0,1.0,60
459,nytimes,Fri Jun 22 12:45:04 +0000 2018,The largest United States banks could soon be free to pay out as much as $90 billion in spare profits to their shar… https://t.co/NjmVuq6Wfk,0.822,0.296,0.046,0.658,61
460,nytimes,Fri Jun 22 12:30:07 +0000 2018,City officials first learned that migrant children were being sent to New York after a relative of a Honduran child… https://t.co/OW9wHiNfxo,0.0,0.0,0.0,1.0,62
461,nytimes,Fri Jun 22 12:16:05 +0000 2018,Brazil vs. Costa Rica: Live updates https://t.co/n3dtarT1jR,0.0,0.0,0.0,1.0,63
462,nytimes,Fri Jun 22 12:00:08 +0000 2018,RT @nytimesworld: The Trump tariffs are doing a good job at hurting European companies. The only problem is what's hurting: their operation…,-0.637,0.104,0.289,0.607,64
463,nytimes,Fri Jun 22 11:45:07 +0000 2018,"""I feel like I'm going to die. I feel powerless."" A woman from Guatemala said she had not seen her 8-year-old daugh… https://t.co/jOuoH5iuH6",-0.34,0.098,0.154,0.748,65
464,nytimes,Fri Jun 22 11:29:01 +0000 2018,"President Trump is sending his national security adviser, John Bolton, to Moscow next week to discuss a possible me… https://t.co/S0OmISXz7H",0.34,0.118,0.0,0.882,66
465,nytimes,Fri Jun 22 11:14:06 +0000 2018,"As a ""complete goalkeeper,"" Brazil's Alisson Becker is rewriting stereotypes about goalkeepers from his country https://t.co/07iSAt7f3U",0.0,0.0,0.0,1.0,67
466,nytimes,Fri Jun 22 11:00:03 +0000 2018,"The 2018 World Cup is now underway in Russia. How it ended up there involves some names you might recognize: Comey,… https://t.co/Iyc31rwPU9",0.0,0.0,0.0,1.0,68
467,nytimes,Fri Jun 22 10:44:04 +0000 2018,"Another diplomat working at the United States Embassy in Havana has been sickened by a mysterious attack, the State… https://t.co/6UIQcxkTo7",-0.586,0.11,0.26,0.63,69
468,nytimes,Fri Jun 22 10:32:03 +0000 2018,President Trump unveiled a plan on Thursday to overhaul the federal government that could have a profound effect on… https://t.co/omL8UMtOOa,0.0,0.0,0.0,1.0,70
469,nytimes,Fri Jun 22 10:10:07 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/j3StpihzKM https://t.co/qtKw6Qicvd,0.0,0.0,0.0,1.0,71
470,nytimes,Fri Jun 22 10:00:10 +0000 2018,Women took to the streets in several Spanish cities after five men who were found guilty of sexually assaulting a w… https://t.co/MkkD55pc2G,-0.727,0.0,0.243,0.757,72
471,nytimes,Fri Jun 22 09:45:10 +0000 2018,Argentina put in a shambolic display against Croatia in a 3-0 loss that left it on the verge of early elimination https://t.co/cwONV6dDYO,-0.318,0.0,0.108,0.892,73
472,nytimes,Fri Jun 22 09:30:15 +0000 2018,"The European Union fought back against the Trump administration’s tariffs, slapping penalties on an array of Americ… https://t.co/MF5pMz11iE",-0.318,0.0,0.119,0.881,74
473,nytimes,Fri Jun 22 09:15:05 +0000 2018,"The United States is preparing to shelter as many as 20,000 migrant children on four American military bases, a Pen… https://t.co/IMTBkqJapy",0.422,0.128,0.0,0.872,75
474,nytimes,Fri Jun 22 09:00:06 +0000 2018,"""If you have never watched 'The Great British Baking Show,' there really is no better time to start than now"" https://t.co/Oy2fTVjn6Z",-0.384,0.117,0.214,0.668,76
475,nytimes,Fri Jun 22 08:45:02 +0000 2018,RT @nytimesworld: Mexican fans' chant of a gay slur at the World Cup has resulted in another fine for the team and more threats of dire con…,-0.676,0.058,0.204,0.738,77
476,nytimes,Fri Jun 22 08:30:01 +0000 2018,"Melania Trump's spokeswoman said it was ""just a jacket"" — nothing to see here https://t.co/WNkoYhpGOQ",0.0,0.0,0.0,1.0,78
477,nytimes,Fri Jun 22 08:15:05 +0000 2018,RT @nytimesworld: The Eritrean leader noted “positive signals” in recent days from Ethiopia and said the delegation would “gauge current de…,0.0,0.0,0.0,1.0,79
478,nytimes,Fri Jun 22 08:02:05 +0000 2018,"Amrita Sher-Gil, a pioneer of modern Indian art, used her paintbrush to depict the daily lives of Indian women in t… https://t.co/Atmxk881vj",0.0,0.0,0.0,1.0,80
479,nytimes,Fri Jun 22 07:47:07 +0000 2018,"It was like a scene straight out of an action movie.

A man in the busy shopping district of Manchester, England, c… https://t.co/DUWxD7caVV",0.527,0.188,0.0,0.812,81
480,nytimes,Fri Jun 22 07:32:00 +0000 2018,This summery recipe from Jacques Pépin couldn't be easier https://t.co/vIqBtEhisX,-0.325,0.0,0.206,0.794,82
481,nytimes,Fri Jun 22 07:18:01 +0000 2018,RT @NYTScience: Why elephants can smell better than you https://t.co/lVFoSMARAx,0.44,0.244,0.0,0.756,83
482,nytimes,Fri Jun 22 07:02:06 +0000 2018,Zanzibar is known for its joyous Eid al-Fitr celebration https://t.co/LLlJpR4NeL,0.625,0.313,0.0,0.687,84
483,nytimes,Fri Jun 22 06:39:33 +0000 2018,"Unneeded Drugs Killed Hundreds at U.K. Hospital, Inquiry Finds https://t.co/x0CgBIPjAj",-0.67,0.0,0.333,0.667,85
484,nytimes,Fri Jun 22 06:32:01 +0000 2018,"RT @nytgraphics: Migrants are on the rise around the world, and myths about them are shaping attitudes. 1/6 https://t.co/kmyV3oi7Yp https:/…",0.0,0.0,0.0,1.0,86
485,nytimes,Fri Jun 22 06:06:04 +0000 2018,"Nina Simone's childhood home is now a National Treasure
https://t.co/Yira92SWfA",0.296,0.216,0.0,0.784,87
486,nytimes,Fri Jun 22 05:49:55 +0000 2018,Why does every thrift store (and their clothes) smell the same? And how do I get rid of the smell? Science to the r… https://t.co/lciI5sypYl,0.0,0.0,0.0,1.0,88
487,nytimes,Fri Jun 22 05:32:02 +0000 2018,RT @NYTMetro: A New Jersey sixth grader was called “fat” and “jiggly” and was asked when she would kill herself during months of bullying t…,-0.862,0.0,0.281,0.719,89
488,nytimes,Fri Jun 22 05:14:00 +0000 2018,"ABC is planning a “Roseanne” spinoff without Roseanne Barr, less than a month after canceling the revival because o… https://t.co/fxkFBnocLg",0.0,0.0,0.0,1.0,90
489,nytimes,Fri Jun 22 04:56:37 +0000 2018,"There is compelling evidence for the idea that viruses might be involved in Alzheimer’s, particularly 2 types of he… https://t.co/KwVG3mHGdO",0.226,0.095,0.0,0.905,91
490,nytimes,Fri Jun 22 04:39:47 +0000 2018,Koko's tenderness and aptitude for sign language touched the lives of millions. She met Robin Williams in 2001 and… https://t.co/wPZwpz1kgz,0.422,0.128,0.0,0.872,92
491,nytimes,Fri Jun 22 04:23:06 +0000 2018,RT @nytopinion: A U.S. government film from 1943 justifying the detention of Japanese-Americans in internment camps has new relevance in li…,-0.361,0.0,0.116,0.884,93
492,nytimes,Fri Jun 22 04:08:02 +0000 2018,"Greece Prepares to Stagger Back From Debt Crisis, the End of Bailouts in Sight https://t.co/sbiEERRG8W",-0.765,0.0,0.337,0.663,94
493,nytimes,Fri Jun 22 04:02:04 +0000 2018,Remains of an extinct gibbon were found in the tomb of an ancient Chinese noblewoman. Researchers believe it was an… https://t.co/MtNEEoPwdv,0.0,0.0,0.0,1.0,95
494,nytimes,Fri Jun 22 03:47:05 +0000 2018,"36 Hours in Seville: Take a tapas tour, learn the basics of flamenco, or relax in thermal baths inside a Mudéjar-st… https://t.co/pul0spS0ZX",0.44,0.132,0.0,0.868,96
495,nytimes,Fri Jun 22 03:32:07 +0000 2018,"Amrita Sher-Gil, often called the ""Indian Frida Kahlo,"" was 28 when she died and was just gaining widespread popula… https://t.co/FJH7Xn5U4y",-0.202,0.115,0.148,0.738,97
496,nytimes,Fri Jun 22 03:19:50 +0000 2018,Newly Discovered ‘Limb Pit’ Reveals Civil War Surgeons’ Bitter Choices https://t.co/oUIRuYdCiY,-0.772,0.0,0.427,0.573,98
497,nytimes,Fri Jun 22 03:17:03 +0000 2018,"RT @jackhealyNYT: Thousands of miles from her daughter. Unable to visit. Limited to two calls a week. Reunion in a month, maybe. 

https://…",-0.226,0.0,0.087,0.913,99
498,nytimes,Fri Jun 22 03:05:20 +0000 2018,"16 and Alone, Inside a Center for Separated Children in New York https://t.co/3Hb75v1mEM",-0.25,0.0,0.154,0.846,100
499,nytimes,Fri Jun 22 03:02:02 +0000 2018,A large die-off of bald eagles in Maryland in 2016 was caused by a highly restricted and toxic pesticide https://t.co/L5BATiR3yR,-0.439,0.0,0.145,0.855,101
